연번,등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지
628,한국관광협회중앙회,관광호텔업,2성,2024-02-26,경기,참빛산업(주)약암홍염천관광호텔,71,경기도 김포시 대곶면 약암로 965-7,031-989-7000,http://www.yakam.co.kr
629,한국관광협회중앙회,가족호텔업,3성,2024-02-15,충북,청풍리조트 힐하우스,50,충청북도 제천시 청풍면 청풍호로 1763,043-640-7000,http:// https://www.cheongpungresort.co.kr
630,한국관광협회중앙회,관광호텔업,2성,2024-02-14,서울,호텔 컬리넌 역삼,54,서울특별시 강남구 언주로87길 11,02-562-3520,http://cullinanhotel.co.kr
631,한국관광협회중앙회,관광호텔업,2성,2024-02-13,전남,더엘관광호텔,35,전라남도 여수시 이순신광장로 135,061-663-0100,http://hotelthel.com/
632,한국관광협회중앙회,관광호텔업,2성,2024-02-07,인천,호텔더원,67,인천광역시 서구 탁옥로51번길 13-9,032-562-0511,http://www.sghotel.kr
633,한국관광협회중앙회,관광호텔업,4성,2024-02-07,충남,호텔쏠레르,100,충청남도 보령시 해수욕장8길 28,041-934-1111,http://www.hotelsolaire.co.kr
634,한국관광협회중앙회,관광호텔업,4성,2024-02-07,전남,신라스테이 여수,315,전라남도 여수시 수정3길 8,061-924-5300,https://www.shillastay.com/yeosu/index.do
635,한국관광협회중앙회,관광호텔업,1성,2024-02-01,대구,백송온천관광호텔,30,대구광역시 군위군 부계면 한티로 2244,054-382-1400,http://www.bshotel.co.kr
636,한국관광협회중앙회,관광호텔업,3성,2024-02-01,인천,호텔 ORA,84,인천광역시 중구 공항서로 345,032-752-8080,https://www.hotelora.co.kr/ko/
637,한국관광협회중앙회,관광호텔업,5성,2024-01-23,부산,윈덤그랜드부산,271,부산광역시 서구 등대로 27,051-993-3000,http://www.wyndhamgrandbusan.com/landing/
638,한국관광협회중앙회,관광호텔업,2성,2024-01-19,부산,광안 하운드 호텔,49,부산광역시 수영구 남천바다로33번길 12,051-755-0072,없음
639,한국관광협회중앙회,관광호텔업,2성,2024-01-17,서울,루미아호텔,61,서울특별시 종로구 난계로29길 19-11,02-2235-1301,없음
640,한국관광협회중앙회,관광호텔업,3성,2024-01-17,인천,호텔원티드,91,인천광역시 서구 북항로32번길 20,032-585-8900,http://www.hotelwanted.co.kr
641,한국관광협회중앙회,관광호텔업,2성,2024-01-16,경남,통영한산마리나호텔&리조트,31,경상남도 통영시 산양읍 삼칭이해안길 820,055-648-3332,http://www.hansanmarina.co.kr/
642,한국관광협회중앙회,가족호텔업,2성,2024-01-16,경남,도야거제가족호텔,50,경상남도 거제시 일운면 거제대로 2244,055-681-5877,http://www.doyahotel.co.kr
643,한국관광협회중앙회,관광호텔업,2성,2024-01-08,서울,바티카호텔,52,서울특별시 종로구 청계천로 341,02-741-7080,https://vaticahotel1.modoo.at/
644,한국관광협회중앙회,관광호텔업,2성,2024-01-08,경기,호텔 더윈,80,경기도 고양시 덕양구 원흥3로 6-14,031-966-0033,없음
645,한국관광협회중앙회,관광호텔업,3성,2024-01-08,경기,고려관광호텔,127,경기도 부천시 길주로412번길 66,032-329-0001,없음
646,한국관광협회중앙회,관광호텔업,3성,2024-01-05,광주,ACC DESIGN 호텔,76,광주광역시 동구 금남로 226-11,062-234-8000,http://acchotel.kr/
647,한국관광협회중앙회,가족호텔업,2성,2024-01-05,전남,샤인호텔,48,전라남도 순천시 남신월길 2,061-906-1400,http://shinehotel.co.kr/
648,한국관광협회중앙회,관광호텔업,1성,2024-01-04,충북,주식회사 에코더블유 이든포레호텔,36,충청북도 충주시 앙성면 가곡로 1500,043-855-8877,https://booking.vendit.co.kr/%EC%B6%A9%EC%A3%BC%20%EC%9D%B4%EB%93%A0%ED%8F%AC%EB%A0%88%20%ED%98%B8%ED%85%94
649,한국관광협회중앙회,관광호텔업,2성,2024-01-04,인천,파크우드관광호텔,56,인천광역시 중구 마시란로 34,032-752-8282,http://www.parkwood.co.kr
650,한국관광협회중앙회,관광호텔업,2성,2024-01-04,인천,더프린스호텔,41,인천광역시 중구 을왕로58번길 5,032-746-7008,http://theprincehotel.co.kr/
651,한국관광협회중앙회,관광호텔업,2성,2024-01-04,경남,사곡 B&B HOTEL,32,경상남도 거제시 사등면 모래실길 58-81,055-637-5678,없음
652,한국관광협회중앙회,소형호텔업,2성,2024-01-04,경기,데이지 호텔,26,경기도 양평군 용문면 경강로 2742,031-771-6714,https://ypdaisy.modoo.at/
653,한국관광협회중앙회,소형호텔업,3성,2024-01-04,경기,호텔 마에스트로,25,경기도 안성시 양성면 안성맞춤대로 2134-36,031-8046-1111,http://www.maestrocc.co.kr
654,한국관광협회중앙회,가족호텔업,4성,2024-01-04,서울,오라카이 인사동 스위츠,213,서울특별시 종로구 인사동4길 18,02-6262-8888,https://www.orakaihotels.com
655,한국관광협회중앙회,관광호텔업,2성,2024-01-03,경기,메이트 호텔,62,경기도 성남시 분당구 황새울로335번길 7,031-705-5111,없음
656,한국관광협회중앙회,관광호텔업,3성,2024-01-03,서울,컴포트인여의도,71,서울특별시 영등포구 국회대로72길 7,02-783-2233,http://www.comfortinnyeouido.co.kr
657,한국관광협회중앙회,관광호텔업,4성,2024-01-03,서울,아미드호텔,250,서울특별시 종로구 인사동5길 38,02-731-1000,http://amidhotel.com
658,한국관광협회중앙회,관광호텔업,5성,2024-01-03,인천,인스파이어 엔터테인먼트 리조트,1275,인천광역시 중구 공항문화로 127,032-580-9000,http://www.inspirekorea.com
659,한국관광협회중앙회,관광호텔업,3성,2023-12-29,대구,(주)에이더블유 호텔,54,대구광역시 달서구 성서로 413,053-589-6700,http://www.awhotel.co.kr
660,한국관광협회중앙회,관광호텔업,5성,2023-12-29,부산,아난티 앳 부산 빌라쥬,114,부산광역시 기장군 기장읍 기장해안로 267-7,051-662-7100,없음
661,한국관광협회중앙회,관광호텔업,1성,2023-12-28,인천,아마레 관광호텔,67,인천광역시 계양구 장제로730번길 14,032-541-2222,http://www.hotel-amare.com
662,한국관광협회중앙회,관광호텔업,2성,2023-12-28,대구,앙코르호텔,72,대구광역시 동구 이노밸리로 7,053-241-2233,없음
663,한국관광협회중앙회,관광호텔업,3성,2023-12-28,서울,호텔 유리앤,175,서울특별시 강남구 삼성로96길 20,02-500-2300,http://www.uri_nhotel.com
664,한국관광협회중앙회,관광호텔업,4성,2023-12-28,경기,코트야드 메리어트 수원,288,경기도 수원시 영통구 광교호수공원로 320,031-267-5601,https://www.marriott.com/ko/hotels/selcw-courtyard-suwon/overview/
665,한국관광협회중앙회,한국전통호텔업,2성,2023-12-28,전북,나비잠 한옥호텔,20,전라북도 전주시 완산구 팔달로 150-17,063-287-8877,http://www.nbz-hanokhotel.com
666,한국관광협회중앙회,관광호텔업,1성,2023-12-27,인천,썬플라워호텔,50,인천광역시 미추홀구 주안중로 22-1,032-429-8228,없음
667,한국관광협회중앙회,관광호텔업,2성,2023-12-27,대구,브라운도트호텔 대구혁신도시점,52,대구광역시 동구 율암로 164,053-213-8081,없음
668,한국관광협회중앙회,관광호텔업,2성,2023-12-26,서울,트리아 관광호텔,50,서울특별시 강남구 테헤란로33길 16,02-553-2471,http://www.hoteltria.co.kr
669,한국관광협회중앙회,관광호텔업,2성,2023-12-22,경기,골드관광호텔,48,경기도 남양주시 별내면 청학로92번길 133,031-841-2121,없음
670,한국관광협회중앙회,관광호텔업,3성,2023-12-22,충북,일라이트호텔,102,충청북도 영동군 영동읍 영동힐링로 159,043-740-0000,http://illitegolfnresort.co.kr
671,한국관광협회중앙회,관광호텔업,2성,2023-12-15,서울,렉스관광호텔,41,서울특별시 강남구 강남대로 588,02-511-4488,http://www.lexhotel.co.kr
672,한국관광협회중앙회,관광호텔업,2성,2023-12-15,서울,호텔그라모스,42,서울특별시 강남구 테헤란로33길 6-5,02-569-2121,없음
673,한국관광협회중앙회,관광호텔업,2성,2023-12-15,세종,라고바움호텔,31,세종특별자치시 다솜로 185,044-866-3086,http://hotellagobaum.modoo.at
674,한국관광협회중앙회,관광호텔업,2성,2023-12-15,충북,속리산개발(주) 레이크힐스 호텔속리산,132,충청북도 보은군 속리산면 법주사로 305,043-542-5281,http://www.lakehills.co.kr
675,한국관광협회중앙회,관광호텔업,2성,2023-12-15,충북,한도관광(주),111,충청북도 충주시 수안보면 탑골1길 36,043-846-2331,http://www.suanbopark.co.kr
676,한국관광협회중앙회,관광호텔업,2성,2023-12-15,경남,사천관광호텔 주식회사,57,경상남도 사천시 사천읍 역사길 12,055-854-9000,http://www.sacheonhotel.com/
677,한국관광협회중앙회,가족호텔업,1성,2023-12-15,인천,오션스카이 가족호텔,39,인천광역시 중구 선녀바위로 35,032-751-0408,없음
678,한국관광협회중앙회,관광호텔업,1성,2023-12-13,서울,새턴호텔,30,서울특별시 성동구 자동차시장1길 29,02-2245-3355,https://saturnhotel.modoo.at
679,한국관광협회중앙회,관광호텔업,2성,2023-12-13,서울,에이치 에비뉴 건대점,60,서울특별시 광진구 동일로 156,02-499-8616,없음
680,한국관광협회중앙회,관광호텔업,2성,2023-12-13,서울,라비타호텔,57,서울특별시 강남구 영동대로 712,02-545-0015,https://labita.therealweb.co.kr/
681,한국관광협회중앙회,관광호텔업,3성,2023-12-13,서울,호텔 마누,80,서울특별시 중구 퇴계로 19,02-777-0100,http://www.seoulista.place/
682,한국관광협회중앙회,관광호텔업,3성,2023-12-13,경북,베니키아 스위스로젠 호텔,60,경상북도 경주시 보문로 465-37,054-748-4848,https://www.swissrosen.co.kr/
683,한국관광협회중앙회,관광호텔업,4성,2023-12-12,경기,호텔 푸르미르,239,경기도 화성시 효행로 480,031-8020-0000,http://www.hotelprumie.com
684,한국관광협회중앙회,관광호텔업,2성,2023-12-08,경북,(주)가야호텔,62,경상북도 성주군 수륜면 가야산식물원길 52,054-931-3500,http://www.gayahotel.kr
685,한국관광협회중앙회,관광호텔업,4성,2023-12-08,서울,스위스그랜드호텔서울,396,서울특별시 서대문구 연희로 353,02-3216-5656,http://www.swissgrand.co.kr
686,한국관광협회중앙회,관광호텔업,3성,2023-12-05,서울,(주)메트로호텔,78,서울특별시 중구 명동9가길 14,02-752-1112,http://www.metrohotel.co.kr
687,한국관광협회중앙회,관광호텔업,3성,2023-12-05,경기,주식회사 에덴낙원,72,경기도 이천시 마장면 서이천로 449-79,031-645-9100,http://www.edenparadisehotel.com
688,한국관광협회중앙회,관광호텔업,1성,2023-12-01,서울,SM부티크호텔,34,서울특별시 동대문구 천호대로 291-1,02-2241-8501,http://smbhotel.com
689,한국관광협회중앙회,관광호텔업,2성,2023-11-29,경기,광명 제이에스부티크호텔,88,경기도 광명시 오리로854번길 16-18,02-2619-3001,http://www.gmhotel.co.kr
690,한국관광협회중앙회,관광호텔업,3성,2023-11-29,강원,춘천베어스관광호텔,78,강원도 춘천시 스포츠타운길 376,033-245-4300,https://www.hotelbears.co.kr/
691,한국관광협회중앙회,관광호텔업,1성,2023-11-27,부산,호텔1,52,부산광역시 수영구 광안해변로 203,051-759-1011,http://www.hotel1.me
692,한국관광협회중앙회,관광호텔업,2성,2023-11-27,서울,관광호텔 뜨랑블루,66,서울특별시 관악구 신림동7길 52,02-889-8000,http://trangblue.com
693,한국관광협회중앙회,관광호텔업,3성,2023-11-27,서울,선샤인호텔,109,서울특별시 강남구 도산대로 205,02-548-8222,http://www.hotelsunshine.co.kr/seoul/
694,한국관광협회중앙회,관광호텔업,5성,2023-11-27,서울,파크하얏트서울,185,서울특별시 강남구 테헤란로 606,02-2016-1234,http://www.parkhyattseoul.com
695,한국관광협회중앙회,소형호텔업,2성,2023-11-27,부산,미포오션사이드호텔,28,부산광역시 해운대구 달맞이길62번길 28,051-601-4300,http://www.mipohotel.com
696,한국관광협회중앙회,가족호텔업,1성,2023-11-27,강원,엘케이호텔,33,강원특별자치도 홍천군 홍천읍 남산강변로 55,033-434-8800,없음
697,한국관광협회중앙회,가족호텔업,3성,2023-11-27,전북,모항해나루가족호텔,112,전라북도 부안군 변산면 모항해변길 73,063-580-0800,http://www.haenaruhotel.co.kr/
698,한국관광협회중앙회,관광호텔업,2성,2023-11-21,대전,경하온천호텔,40,대전광역시 유성구 온천로101번길 30,042-822-5656,http://www.khhotel.com
699,한국관광협회중앙회,관광호텔업,2성,2023-11-18,서울,메이커스호텔,42,서울특별시 종로구 돈화문로11길 33,02-747-5000,http://makersxippda.modoo.at
700,한국관광협회중앙회,관광호텔업,2성,2023-11-16,서울,노블관광호텔,34,서울특별시 종로구 율곡로6길 13-3,02-742-4025,http://www.noblehotel.co.kr
701,한국관광협회중앙회,관광호텔업,2성,2023-11-16,부산,에이치애비뉴 호텔 서면역점,43,부산광역시 부산진구 부전로 28,051-815-5050,http://www.h-avenuebudan.com
702,한국관광협회중앙회,관광호텔업,3성,2023-11-16,서울,베스트웨스턴 프리미어강남호텔,128,서울특별시 강남구 봉은사로 139,02-6474-2000,"http://www,bestwesterngangnam.com"
703,한국관광협회중앙회,관광호텔업,3성,2023-11-16,강원,시티호텔,49,강원특별자치도 원주시 건강로 4,033-747-1000,없음
704,한국관광협회중앙회,가족호텔업,2성,2023-11-16,경남,바람의언덕 호텔&리조트,30,경상남도 거제시 남부면 해금강로 132,055-632-6377,http://www.바람의언덕.com
705,한국관광협회중앙회,관광호텔업,2성,2023-11-10,경북,호텔뷰,42,경상북도 포항시 북구 해안로 91,054-256-0055,http://www.pohangview.modoo.at
706,한국관광협회중앙회,관광호텔업,3성,2023-11-08,서울,호텔 페이토,186,서울특별시 서초구 강남대로 259,02-6936-8100,http://www.peytohotel.com
707,한국관광협회중앙회,관광호텔업,3성,2023-11-08,경남,베니키아양산호텔,82,경상남도 양산시 동면 금오10길 51,055-384-0093,http://www.benikeayangsan.co.kr
708,한국관광협회중앙회,관광호텔업,2성,2023-11-07,경기,센트럴퍼슨평택호텔,51,경기도 평택시 서정로 261,031-611-1873,https://naver.me/GbrJPchL
709,한국관광협회중앙회,관광호텔업,3성,2023-11-07,부산,호텔AG405,62,부산광역시 수영구 민락수변로 141,051-757-2500,http://ag405hotel.com/
710,한국관광협회중앙회,관광호텔업,2성,2023-11-06,서울,유원관광호텔,71,서울특별시 서초구 반포대로12길 29,02-585-0561,없음
711,한국관광협회중앙회,관광호텔업,3성,2023-11-06,서울,호텔 지엠에스,158,서울특별시 영등포구 경인로 867,02-882-2000,없음
712,한국관광협회중앙회,관광호텔업,3성,2023-11-06,부산,에이치에비뉴 기장일광점,71,부산광역시 기장군 일광읍 해송4로 3,051-723-7970,https://www.havenuehotel-ig.com/
713,한국관광협회중앙회,소형호텔업,1성,2023-10-31,인천,스텔라마리스호텔,26,인천광역시 중구 반달로3번길 16,032-761-1001,없음
714,한국관광협회중앙회,관광호텔업,1성,2023-10-27,경남,부곡로얄관광호텔,93,경상남도 창녕군 부곡면 온천중앙로 3,055-536-7300,없음
715,한국관광협회중앙회,관광호텔업,2성,2023-10-27,서울,유니언호텔,94,서울특별시 영등포구 양평로 136,02-2675-1214,http://unionhotel.co.kr/
716,한국관광협회중앙회,관광호텔업,3성,2023-10-27,경북,스테이더공단호텔,43,경상북도 구미시 1공단로5길 86-15,054-464-3000,없음
717,한국관광협회중앙회,가족호텔업,5성,2023-10-27,경기,더블트리 바이 힐튼 서울 판교 레지던스,170,경기도 성남시 분당구 백현로 26,031-678-5500,https://doubletree.hilton.co.kr/hotel/seoul/doubletree-by-hilton-seoul-pangyo
718,한국관광협회중앙회,관광호텔업,2성,2023-10-22,부산,제이비디자인호텔,80,부산광역시 해운대구 구남로12번길 31,051-750-9000,http://www.jbdesignhotel.com
719,한국관광협회중앙회,관광호텔업,2성,2023-10-20,서울,베니키아 노블레스호텔,42,서울특별시 강남구 테헤란로25길 6-13,02-558-1202,없음
720,한국관광협회중앙회,관광호텔업,4성,2023-10-20,서울,프레이저플레이스남대문,252,서울특별시 중구 세종대로 58,02-2098-0530,http://www.fpns.co.kr/
721,한국관광협회중앙회,관광호텔업,4성,2023-10-20,경남,거제삼성호텔,166,경상남도 거제시 장평3로 80-37,055-531-2114,https://www.sghotel.co.kr/main.do
722,한국관광협회중앙회,관광호텔업,2성,2023-10-18,경남,호텔 네이처 부산신항점,39,경상남도 창원시 진해구 용원동로221번길 60-7,055-552-8092,http://browndothotel8092@naver.com
723,한국관광협회중앙회,관광호텔업,3성,2023-10-18,서울,도미인 서울 강남,220,서울특별시 강남구 봉은사로 134,02-548-5489,https://www.hotespa.net/hotels/gangnam/ko
724,한국관광협회중앙회,가족호텔업,3성,2023-10-16,충남,천안상록가족호텔,116,충청남도 천안시 동남구 수신면 수신로 576,041-560-9114,https://www.sangnokresort.co.kr/
725,한국관광협회중앙회,관광호텔업,4성,2023-10-13,세종,코트야드 바이 메리어트 세종,281,세종특별자치시 다솜3로 6,044-251-4000,https://www.marriott.co.kr/cjjcy
726,한국관광협회중앙회,관광호텔업,5성,2023-10-12,부산,(주)호텔롯데 시그니엘부산,260,부산광역시 해운대구 달맞이길 30,051-922-1000,https://www.lottehotel.com/busan-signiel/ko.html/
727,한국관광협회중앙회,관광호텔업,2성,2023-10-10,경기,호텔 디,59,경기도 오산시 원동로 5,031-372-7444,https://oshotled.modoo.at
728,한국관광협회중앙회,관광호텔업,2성,2023-10-10,경기,호텔더클래스,72,경기도 이천시 중리천로 126-19,031-637-3325,http://www.hoteltheclass.co.kr
729,한국관광협회중앙회,관광호텔업,2성,2023-10-10,충북,호텔더반,35,충청북도 충주시 대소원면 메가폴리스2로 63,043-910-0911,https://thebanhotel.modoo.at/
730,한국관광협회중앙회,관광호텔업,3성,2023-10-10,서울,호텔 베르누이,421,서울특별시 구로구 경인로 229,02-2683-9000,https://www.bernoui.com
731,한국관광협회중앙회,관광호텔업,3성,2023-10-10,강원,동해보양온천컨벤션호텔,181,강원도 동해시 동해대로 6285,033-530-0700,https://www.msgh.kr/
732,한국관광협회중앙회,관광호텔업,5성,2023-10-10,경기,더블트리 바이 힐튼 서울 판교,432,경기도 성남시 분당구 백현로 26,031-678-5500,https://doubletree.hilton.co.kr/hotel/seoul/doubletree-by-hilton-seoul-pangyo
733,한국관광협회중앙회,가족호텔업,3성,2023-10-10,서울,오리엔스 호텔 앤 레지던스,116,서울특별시 중구 삼일대로2길 50,02-2280-8000,http://www.orienshotel.com
734,한국관광협회중앙회,관광호텔업,3성,2023-09-27,서울,ENA 스위트 호텔,182,서울특별시 중구 세종대로11길 36,02-6020-7000,http://www.enahotel.co.kr
735,한국관광협회중앙회,관광호텔업,2성,2023-09-26,전북,한빛호텔,33,전라북도 전주시 완산구 기린대로 102,063-231-5300,없음
736,한국관광협회중앙회,소형호텔업,1성,2023-09-25,전북,황실한옥관광호텔,20,전라북도 전주시 완산구 은행로 22,063-271-0800,http://www.hwangsilhotel.co.kr
737,한국관광협회중앙회,관광호텔업,4성,2023-09-22,서울,삼정관광호텔,160,서울특별시 강남구 봉은사로 150,02-557-1221,https://samjunghotel.co.kr/
738,한국관광협회중앙회,관광호텔업,4성,2023-09-14,서울,나인트리 프리미어 로카우스호텔 서울 용산,274,서울특별시 용산구 한강대로23길 25,02-6923-8000,http://www.rokaushotel.com
739,한국관광협회중앙회,관광호텔업,2성,2023-09-10,서울,토요코인 서울영등포,372,서울특별시 영등포구 신길로 293,02-6959-1045,https://www.toyoko-inn.com/korea/
740,한국관광협회중앙회,관광호텔업,2성,2023-09-08,서울,헨나호텔서울명동,100,서울특별시 중구 명동8가길 59,070-8057-1131,https://www.hennnahotel.com/seoul.myeongdong/
741,한국관광협회중앙회,관광호텔업,4성,2023-09-08,경기,주식회사 썬밸리,202,경기도 여주시 강변유원지길 45,031-880-3800,https://www.sunvalley.co.kr/hotel/hotel/intro
742,한국관광협회중앙회,가족호텔업,1성,2023-09-07,경기,마루호텔,32,경기도 수원시 팔달구 고화로9번길 33,031-8019-8005,없음
743,한국관광협회중앙회,관광호텔업,1성,2023-08-31,부산,브라운도트 호텔,41,부산광역시 기장군 정관읍 산단1로 98-31,051-728-8100,https://browndotjeonggwan.modoo.at
744,한국관광협회중앙회,관광호텔업,2성,2023-08-28,부산,호텔로다,42,부산광역시 사상구 낙동대로 717,051-314-2220,없음
745,한국관광협회중앙회,관광호텔업,3성,2023-08-23,대전,호텔스카이파크 대전1호점,100,대전광역시 유성구 테크노중앙로 161,042-323-4500,http://www.skyparkhotel.com
746,한국관광협회중앙회,관광호텔업,1성,2023-08-21,서울,발리관광호텔,50,서울특별시 강동구 풍성로 210,02-484-1411,없음
747,한국관광협회중앙회,관광호텔업,2성,2023-08-21,인천,에이치애비뉴,46,인천광역시 서구 바리미로 31,032-567-6567,http://h-avenue.net
748,한국관광협회중앙회,관광호텔업,2성,2023-08-18,부산,더킹호텔,68,부산광역시 연제구 과정로 161,051-752-1999,http://thekinghotel.co.kr
749,한국관광협회중앙회,관광호텔업,2성,2023-08-16,광주,광주관광호텔,72,광주광역시 북구 서하로183번길 56,062-261-7777,http://gwangjuhotel.co.kr/
750,한국관광협회중앙회,관광호텔업,3성,2023-08-16,서울,로사나부띠끄 관광호텔,81,서울특별시 송파구 삼학사로 98,02-2143-3000,없음
751,한국관광협회중앙회,관광호텔업,5성,2023-08-16,서울,시그니엘서울,235,서울특별시 송파구 올림픽로 300,02-3213-1000,http://www.lottehotel.com/seoul-signiel/ko.html
752,한국관광협회중앙회,관광호텔업,3성,2023-08-09,서울,세종호텔,333,서울특별시 중구 퇴계로 145,02-773-6000,https://www.sejong.co.kr
753,한국관광협회중앙회,가족호텔업,2성,2023-08-09,전북,호텔 아라리,46,전라북도 전주시 덕진구 떡전5길 24,063-908-9200,http://www.ararihotel.com
754,한국관광협회중앙회,관광호텔업,1성,2023-08-08,서울,베니키아호텔카카오,44,서울특별시 영등포구 경인로108길 15,02-2678-5190,없음
755,한국관광협회중앙회,관광호텔업,2성,2023-08-08,인천,프레시아관광호텔,40,인천광역시 강화군 길상면 전등사로 41,032-937-6826,http://freshiahotel@naver.com
756,한국관광협회중앙회,관광호텔업,3성,2023-08-08,대구,호텔아리아나,53,대구광역시 수성구 동대구로 27,053-763-9000,없음
757,한국관광협회중앙회,관광호텔업,3성,2023-08-08,경북,센트로 관광호텔,54,경상북도 칠곡군 왜관읍 중앙로 152-3,054-972-2777,http://www.centrohotel.co.kr/
758,한국관광협회중앙회,관광호텔업,4성,2023-08-08,서울,로얄호텔서울,310,서울특별시 중구 명동길 61,02-756-1112,http://www.royal.co.kr
759,한국관광협회중앙회,관광호텔업,2성,2023-08-07,울산,호텔 다움,68,울산광역시 중구 번영로 538,052-297-3701,http://www.hoteldaoom.com
760,한국관광협회중앙회,관광호텔업,3성,2023-08-06,충북,관광호텔 뮤제오,59,충청북도 청주시 흥덕구 가로수로1164번길 41-20,043-267-3200,https://www.hotelmuseo.co.kr
761,한국관광협회중앙회,관광호텔업,2성,2023-08-03,서울,주식회사 딜라이트 호텔,71,서울특별시 송파구 오금로11길 21-9,02-414-1263,https://delighthotel.modoo.at
762,한국관광협회중앙회,관광호텔업,3성,2023-08-03,인천,호텔 에버리치,70,인천광역시 강화군 강화읍 화성길50번길 43,032-934-1688,https://www.hoteleverrich.com/
763,한국관광협회중앙회,관광호텔업,1성,2023-07-25,인천,아이네이버관광호텔 ,38,인천광역시 중구 월미로243번길 5,032-766-7664,없음
764,한국관광협회중앙회,관광호텔업,1성,2023-07-25,경남,아몬드호텔,44,경상남도 창원시 진해구 진희로23번길 4,055-552-4888,없음
765,한국관광협회중앙회,관광호텔업,2성,2023-07-25,인천,다이아몬드 호텔,50,인천광역시 중구 월미로 229,032-777-9909,없음
766,한국관광협회중앙회,관광호텔업,2성,2023-07-25,인천,두바이 관광호텔,72,인천광역시 중구 월미로233번길 11,032-764-8993,http://dubaihotel.co.kr
767,한국관광협회중앙회,관광호텔업,2성,2023-07-25,인천,관광호텔 준,48,인천광역시 중구 신도시남로150번길 18,032-746-4417,http://www.hoteljune.com
768,한국관광협회중앙회,관광호텔업,2성,2023-07-25,전북,풍남관광호텔,62,전라북도 전주시 완산구 전주객사2길 45-7,063-231-7900,http://www.pungnamhotel.com/
769,한국관광협회중앙회,관광호텔업,2성,2023-07-25,경남,동경호텔,40,경상남도 통영시 광도면 죽림5로 43,055-641-1020,http://www.donggyeonghotel.com
770,한국관광협회중앙회,관광호텔업,3성,2023-07-25,서울,핸드픽트호텔.서울,42,서울특별시 동작구 상도로 120,02-2229-5499,http://www.handpicked.kr
771,한국관광협회중앙회,관광호텔업,3성,2023-07-25,대구,이스턴호텔,70,대구광역시 동구 동부로22길 24,053-759-5355,http://www.easternhotel.co.kr
772,한국관광협회중앙회,관광호텔업,3성,2023-07-25,경기,호텔시에나,100,경기도 파주시 소리천로 31,031-943-7260,http://www.hotelsienna.com/
773,한국관광협회중앙회,소형호텔업,1성,2023-07-25,서울,와이호텔,20,서울특별시 은평구 응암로9길 6-11,02-302-0279,http://naver.com
774,한국관광협회중앙회,관광호텔업,1성,2023-07-21,부산,문베이관광호텔,45,부산광역시 수영구 남천바다로33번길 51,051-752-6564,없음
775,한국관광협회중앙회,관광호텔업,2성,2023-07-21,서울,호텔인피니,40,서울특별시 송파구 백제고분로 268,02-425-1000,http://www.rev@hotelinfini.co.kr
776,한국관광협회중앙회,관광호텔업,2성,2023-07-21,인천,펜타스타 호텔,40,인천광역시 서구 오류로14번길 23,032-566-2100,없음
777,한국관광협회중앙회,관광호텔업,2성,2023-07-21,경기,마요트 관광호텔,82,경기도 의왕시 오봉산단3로 14,031-462-9300,http://mayottehotel.jalib.site/
778,한국관광협회중앙회,관광호텔업,2성,2023-07-21,경기,율암힐호텔,32,경기도 화성시 팔탄면 온천로 434-26,031-352-7275,http://yulam6540@naver.com
779,한국관광협회중앙회,관광호텔업,2성,2023-07-21,전북,전주영화호텔,71,전라북도 전주시 완산구 전주객사2길 28-27,063-230-5000,http://www.yeonghwahotel.com
780,한국관광협회중앙회,관광호텔업,2성,2023-07-21,전남,순천만에스호텔,51,전라남도 순천시 팔마2길 61,061-904-6500,http://www.scshotel.kr/index.php
781,한국관광협회중앙회,관광호텔업,3성,2023-07-21,서울,데이즈호텔명동,64,서울특별시 중구 퇴계로 107,02-727-8700,http://www.dayshotelmd.com
782,한국관광협회중앙회,관광호텔업,4성,2023-07-21,서울,금보개발(주) 오라카이 청계산 호텔,193,서울특별시 서초구 청계산로9길 1-7,02-6200-7300,https://cgs.orakaihotels.com/kr/default.asp
783,한국관광협회중앙회,관광호텔업,3성,2023-07-19,충남,(주)온양관광호텔,175,충청남도 아산시 온천대로 1459,041-540-1000,http://www.onyanghotel.co.kr
784,한국관광협회중앙회,관광호텔업,1성,2023-07-18,인천,엠관광호텔,42,인천광역시 중구 연안부두로43번길 12,032-889-0245,없음
785,한국관광협회중앙회,관광호텔업,2성,2023-07-18,서울,호텔 더 디자이너스,100,서울특별시 용산구 한강대로 305,02-703-6200,http://hotelthedesigners.kr/
786,한국관광협회중앙회,관광호텔업,3성,2023-07-18,서울,크라운파크호텔,204,서울특별시 중구 남대문로7길 19,02-750-5900,http://www.crownparkhotel.co.kr
787,한국관광협회중앙회,가족호텔업,2성,2023-07-18,경남, 프래밀리가족호텔,39,경상남도 거제시 일운면 거제대로 2308,055-682-6006,http://www.friemilyhotel.com/
788,한국관광협회중앙회,관광호텔업,1성,2023-07-17,부산,광장관광호텔,56,부산광역시 동구 중앙대로214번길 7,051-464-3141,http://www.hotelgwangjang.co.kr
789,한국관광협회중앙회,관광호텔업,4성,2023-07-17,경기,라비돌호텔,241,경기도 화성시 정남면 세자로 286,031-352-7150,https://www.laviedor.com/
790,한국관광협회중앙회,관광호텔업,1성,2023-07-14,경기,파로티아 워터하우스 호텔,62,경기도 가평군 설악면 미사리로 707-98,031-584-6811,http://parotia.kr
